"exp","block","plot","plant","seed","trt","gopher","year","taxa","mass"
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"BROMUS CARINATUS",9.25
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"BROMUS HORDEACEUS",62
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"ELYMUS GLAUCUS",27.5
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"FORB SPECIES",0.2
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"GRASS SPECIES",0.4
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"LACTUCA SERRIOLA",0.15
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"LITTER",623.80001
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"NASSELLA PULCHRA",144.700005
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"POA SECUNDA",10.2
"FIRE","F1",3,"P",0,"CONTROL",1,2001,"VULPIA MYUROS",73.35
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"BROMUS CARINATUS",4.8
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"BROMUS HORDEACEUS",56.4
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"ELYMUS GLAUCUS",26.3
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"GRASS SPECIES",0.35
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"LACTUCA SERRIOLA",1
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"LITTER",666.14998
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"NASSELLA PULCHRA",39.8
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"POA SECUNDA",0.55
"FIRE","F1",3,"P",0,"CONTROL",1,2002,"VULPIA MYUROS",5.35
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"AMSINCKIA MENZIESII",7.95
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"BROMUS CARINATUS",34.65
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"BROMUS HORDEACEUS",27.45
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"ELYMUS GLAUCUS",61.85
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"HORDEUM MURINUM",1.05
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"LACTUCA SERRIOLA",1.4
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"LITTER",1165.999985
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"NASSELLA PULCHRA",103.75
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"POA SECUNDA",1.9
"FIRE","F1",3,"P",0,"CONTROL",1,2003,"VULPIA MYUROS",2.2
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"BROMUS CARINATUS",0.45
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"BROMUS DIANDRUS",0.934
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"BROMUS HORDEACEUS",23.25
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"CONYZA CANADENSIS",0.0845
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"ELYMUS GLAUCUS",1.85
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"LACTUCA SERRIOLA",0.5605
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"LITTER",234.50001
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"LOLLIUM SPECIES",0.1535
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"NASSELLA PULCHRA",12.25
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"POA SECUNDA",1
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"VICIA SPECIES",11.9
"FIRE","F1",3,"P",0,"CONTROL",1,2004,"VULPIA MYUROS",46.3
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"AMSINCKIA MENZIESII",4.6965
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"BROMUS CARINATUS",70
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"BROMUS HORDEACEUS",103.8
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"ELYMUS GLAUCUS",4.403
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"LACTUCA SERRIOLA",1.7175
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"LITTER",299.050005
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"POA SECUNDA",0.935
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"VICIA SPECIES",40.75
"FIRE","F1",3,"P",0,"CONTROL",1,2005,"VULPIA MYUROS",36.35
"FIRE","F4",30,"P",1,"FIRE",1,2001,"AMSINCKIA MENZIESII",3.75
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BRASSICA NIGRA",135.75
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS CARINATUS",23.9
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS DIANDRUS",5.6
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS HORDEACEUS",13.35
"FIRE","F4",30,"P",1,"FIRE",1,2001,"BROMUS MADRITENSIS",1.75
"FIRE","F4",30,"P",1,"FIRE",1,2001,"ELYMUS GLAUCUS",7.55
"FIRE","F4",30,"P",1,"FIRE",1,2001,"ERODIUM CICUTARIUM",21.4
"FIRE","F4",30,"P",1,"FIRE",1,2001,"GRASS SPECIES",7.7
"FIRE","F4",30,"P",1,"FIRE",1,2001,"HORDEUM MURINUM",0.9
"FIRE","F4",30,"P",1,"FIRE",1,2001,"LACTUCA SERRIOLA",6.65
"FIRE","F4",30,"P",1,"FIRE",1,2001,"LITTER",291.499995
"FIRE","F4",30,"P",1,"FIRE",1,2001,"LOLLIUM MULTIFLORUM",17.95
"FIRE","F4",30,"P",1,"FIRE",1,2001,"NASSELLA PULCHRA",81.000005
"FIRE","F4",30,"P",1,"FIRE",1,2001,"POA SECUNDA",8
"FIRE","F4",30,"P",1,"FIRE",1,2001,"VULPIA MYUROS",15.35
"FIRE","F4",30,"P",1,"FIRE",1,2002,"BROMUS CARINATUS",1.1
"FIRE","F4",30,"P",1,"FIRE",1,2002,"BROMUS DIANDRUS",2.5
"FIRE","F4",30,"P",1,"FIRE",1,2002,"BROMUS HORDEACEUS",59.75
"FIRE","F4",30,"P",1,"FIRE",1,2002,"ELYMUS GLAUCUS",2.35
"FIRE","F4",30,"P",1,"FIRE",1,2002,"GRASS SPECIES",2.15
"FIRE","F4",30,"P",1,"FIRE",1,2002,"HORDEUM MURINUM",0.2
"FIRE","F4",30,"P",1,"FIRE",1,2002,"LACTUCA SERRIOLA",2.2
"FIRE","F4",30,"P",1,"FIRE",1,2002,"LITTER",346.69998
"FIRE","F4",30,"P",1,"FIRE",1,2002,"LOLLIUM SPECIES",0.3
"FIRE","F4",30,"P",1,"FIRE",1,2002,"NASSELLA PULCHRA",54.8
"FIRE","F4",30,"P",1,"FIRE",1,2002,"VULPIA MYUROS",15.55
"FIRE","F4",30,"P",1,"FIRE",1,2003,"AMSINCKIA MENZIESII",0.5
"FIRE","F4",30,"P",1,"FIRE",1,2003,"BROMUS CARINATUS",0.9
"FIRE","F4",30,"P",1,"FIRE",1,2003,"BROMUS DIANDRUS",2.95
"FIRE","F4",30,"P",1,"FIRE",1,2003,"BROMUS HORDEACEUS",105.35
"FIRE","F4",30,"P",1,"FIRE",1,2003,"BROMUS MADRITENSIS",0.15
"FIRE","F4",30,"P",1,"FIRE",1,2003,"ELYMUS GLAUCUS",7.85
"FIRE","F4",30,"P",1,"FIRE",1,2003,"ERODIUM CICUTARIUM",4.7
"FIRE","F4",30,"P",1,"FIRE",1,2003,"HORDEUM MURINUM",4.9
"FIRE","F4",30,"P",1,"FIRE",1,2003,"LACTUCA SERRIOLA",0.55
"FIRE","F4",30,"P",1,"FIRE",1,2003,"LITTER",477.94998
"FIRE","F4",30,"P",1,"FIRE",1,2003,"LOLLIUM MULTIFLORUM",2.2
"FIRE","F4",30,"P",1,"FIRE",1,2003,"NASSELLA PULCHRA",73.6
"FIRE","F4",30,"P",1,"FIRE",1,2003,"POA SECUNDA",0.005
"FIRE","F4",30,"P",1,"FIRE",1,2003,"VULPIA MYUROS",0.9
"FIRE","F4",30,"P",1,"FIRE",1,2004,"BROMUS CARINATUS",1.4175
"FIRE","F4",30,"P",1,"FIRE",1,2004,"BROMUS HORDEACEUS",57.7
"FIRE","F4",30,"P",1,"FIRE",1,2004,"LACTUCA SERRIOLA",1.371
"FIRE","F4",30,"P",1,"FIRE",1,2004,"LITTER",416.500015
"FIRE","F4",30,"P",1,"FIRE",1,2004,"NASSELLA PULCHRA",12.85
"FIRE","F4",30,"P",1,"FIRE",1,2004,"VULPIA MYUROS",7.5
"FIRE","F4",30,"P",1,"FIRE",1,2005,"AMSINCKIA MENZIESII",1.3825
"FIRE","F4",30,"P",1,"FIRE",1,2005,"BROMUS DIANDRUS",16.9
"FIRE","F4",30,"P",1,"FIRE",1,2005,"BROMUS HORDEACEUS",215.550005
"FIRE","F4",30,"P",1,"FIRE",1,2005,"BROMUS MADRITENSIS",0.1525
"FIRE","F4",30,"P",1,"FIRE",1,2005,"CONYZA CANADENSIS",2.799
"FIRE","F4",30,"P",1,"FIRE",1,2005,"ERODIUM CICUTARIUM",76.2
"FIRE","F4",30,"P",1,"FIRE",1,2005,"LACTUCA SERRIOLA",16.75
"FIRE","F4",30,"P",1,"FIRE",1,2005,"LITTER",123.999995
"FIRE","F4",30,"P",1,"FIRE",1,2005,"NASSELLA PULCHRA",20.25
"FIRE","F4",30,"P",1,"FIRE",1,2005,"VULPIA MYUROS",21.85
"FIRE","F4",31,"A",0,"FIRE",1,2001,"AMSINCKIA MENZIESII",262.350005
"FIRE","F4",31,"A",0,"FIRE",1,2001,"ANAGALLIS ARVENSIS",17.05
"FIRE","F4",31,"A",0,"FIRE",1,2001,"BRASSICA NIGRA",0.75
"FIRE","F4",31,"A",0,"FIRE",1,2001,"BROMUS CARINATUS",7.95
"FIRE","F4",31,"A",0,"FIRE",1,2001,"BROMUS DIANDRUS",1.4
"FIRE","F4",31,"A",0,"FIRE",1,2001,"BROMUS HORDEACEUS",55.5
"FIRE","F4",31,"A",0,"FIRE",1,2001,"BROMUS MADRITENSIS",10.05
"FIRE","F4",31,"A",0,"FIRE",1,2001,"GRASS SPECIES",2.4
"FIRE","F4",31,"A",0,"FIRE",1,2001,"HORDEUM MURINUM",38.55
"FIRE","F4",31,"A",0,"FIRE",1,2001,"LITTER",212.95
"FIRE","F4",31,"A",0,"FIRE",1,2001,"LOLLIUM MULTIFLORUM",1.65
"FIRE","F4",31,"A",0,"FIRE",1,2001,"MALVA PARVIFLORA",1
"FIRE","F4",31,"A",0,"FIRE",1,2001,"NASSELLA PULCHRA",0.045
"FIRE","F4",31,"A",0,"FIRE",1,2001,"POLYGONUM SPECIES",0.45
"FIRE","F4",31,"A",0,"FIRE",1,2001,"VULPIA MYUROS",28.8
"FIRE","F4",31,"A",0,"FIRE",1,2002,"BROMUS CARINATUS",0.15
"FIRE","F4",31,"A",0,"FIRE",1,2002,"BROMUS DIANDRUS",5.15
"FIRE","F4",31,"A",0,"FIRE",1,2002,"BROMUS HORDEACEUS",111.65
"FIRE","F4",31,"A",0,"FIRE",1,2002,"BROMUS MADRITENSIS",7.95
"FIRE","F4",31,"A",0,"FIRE",1,2002,"CONYZA CANADENSIS",0.045
"FIRE","F4",31,"A",0,"FIRE",1,2002,"ELYMUS GLAUCUS",1.55
"FIRE","F4",31,"A",0,"FIRE",1,2002,"ERODIUM CICUTARIUM",0.8
"FIRE","F4",31,"A",0,"FIRE",1,2002,"GRASS SPECIES",0.55
"FIRE","F4",31,"A",0,"FIRE",1,2002,"HORDEUM MURINUM",60.25
"FIRE","F4",31,"A",0,"FIRE",1,2002,"LACTUCA SERRIOLA",1.1
"FIRE","F4",31,"A",0,"FIRE",1,2002,"LITTER",336.69998
"FIRE","F4",31,"A",0,"FIRE",1,2002,"LOLLIUM SPECIES",2.3
"FIRE","F4",31,"A",0,"FIRE",1,2002,"NASSELLA PULCHRA",1.7
"FIRE","F4",31,"A",0,"FIRE",1,2002,"VULPIA MYUROS",2.65
"FIRE","F4",31,"A",0,"FIRE",1,2003,"AMSINCKIA MENZIESII",4.65
"FIRE","F4",31,"A",0,"FIRE",1,2003,"BROMUS DIANDRUS",222.700005
"FIRE","F4",31,"A",0,"FIRE",1,2003,"BROMUS HORDEACEUS",190.300005
"FIRE","F4",31,"A",0,"FIRE",1,2003,"BROMUS MADRITENSIS",1.8
"FIRE","F4",31,"A",0,"FIRE",1,2003,"ELYMUS GLAUCUS",0.35
"FIRE","F4",31,"A",0,"FIRE",1,2003,"HORDEUM MURINUM",4.55
"FIRE","F4",31,"A",0,"FIRE",1,2003,"LITTER",548.75
"FIRE","F4",31,"A",0,"FIRE",1,2003,"MEDICAGO POLYMORPHA",0.45
"FIRE","F4",31,"A",0,"FIRE",1,2003,"VULPIA MYUROS",0.15
"FIRE","F4",31,"A",0,"FIRE",1,2004,"BRASSICA NIGRA",8.186
"FIRE","F4",31,"A",0,"FIRE",1,2004,"BROMUS CARINATUS",11.65
"FIRE","F4",31,"A",0,"FIRE",1,2004,"BROMUS DIANDRUS",30.4
"FIRE","F4",31,"A",0,"FIRE",1,2004,"BROMUS HORDEACEUS",45.15
"FIRE","F4",31,"A",0,"FIRE",1,2004,"BROMUS MADRITENSIS",6.836
"FIRE","F4",31,"A",0,"FIRE",1,2004,"CONYZA CANADENSIS",0.2465
"FIRE","F4",31,"A",0,"FIRE",1,2004,"ELYMUS GLAUCUS",2.3915
"FIRE","F4",31,"A",0,"FIRE",1,2004,"HORDEUM MURINUM",5.25
"FIRE","F4",31,"A",0,"FIRE",1,2004,"LACTUCA SERRIOLA",0.8025
"FIRE","F4",31,"A",0,"FIRE",1,2004,"LITTER",390.49999
"FIRE","F4",31,"A",0,"FIRE",1,2004,"NASSELLA PULCHRA",1.2135
"FIRE","F4",31,"A",0,"FIRE",1,2004,"VULPIA MYUROS",7.5
"FIRE","F4",31,"A",0,"FIRE",1,2005,"BROMUS CARINATUS",16
"FIRE","F4",31,"A",0,"FIRE",1,2005,"BROMUS DIANDRUS",63.15
"FIRE","F4",31,"A",0,"FIRE",1,2005,"BROMUS HORDEACEUS",159.849995
"FIRE","F4",31,"A",0,"FIRE",1,2005,"BROMUS MADRITENSIS",0.2585
"FIRE","F4",31,"A",0,"FIRE",1,2005,"CONYZA CANADENSIS",0.823
"FIRE","F4",31,"A",0,"FIRE",1,2005,"HORDEUM MURINUM",10.94
"FIRE","F4",31,"A",0,"FIRE",1,2005,"LITTER",227.05
"FIRE","F4",31,"A",0,"FIRE",1,2005,"LOLLIUM SPECIES",0.66
"FIRE","F4",31,"A",0,"FIRE",1,2005,"MEDICAGO POLYMORPHA",6.65
"FIRE","F4",31,"A",0,"FIRE",1,2005,"VULPIA MYUROS",14.8
"FIRE","F4",32,"P",0,"FIRE",1,2001,"AMSINCKIA MENZIESII",12.3
"FIRE","F4",32,"P",0,"FIRE",1,2001,"ANAGALLIS ARVENSIS",0.35
"FIRE","F4",32,"P",0,"FIRE",1,2001,"BROMUS CARINATUS",35.1
"FIRE","F4",32,"P",0,"FIRE",1,2001,"BROMUS DIANDRUS",1.7
"FIRE","F4",32,"P",0,"FIRE",1,2001,"BROMUS HORDEACEUS",0.85
"FIRE","F4",32,"P",0,"FIRE",1,2001,"BROMUS MADRITENSIS",3.2
"FIRE","F4",32,"P",0,"FIRE",1,2001,"ELYMUS GLAUCUS",8.65
"FIRE","F4",32,"P",0,"FIRE",1,2001,"ERODIUM CICUTARIUM",38.6
"FIRE","F4",32,"P",0,"FIRE",1,2001,"GRASS SPECIES",1.4
"FIRE","F4",32,"P",0,"FIRE",1,2001,"HORDEUM MURINUM",0.045
"FIRE","F4",32,"P",0,"FIRE",1,2001,"LACTUCA SERRIOLA",4.05
"FIRE","F4",32,"P",0,"FIRE",1,2001,"LITTER",250.650005
"FIRE","F4",32,"P",0,"FIRE",1,2001,"LOLLIUM SPECIES",1.2
"FIRE","F4",32,"P",0,"FIRE",1,2001,"NASSELLA PULCHRA",133.3
"FIRE","F4",32,"P",0,"FIRE",1,2001,"POA SECUNDA",3.8
"FIRE","F4",32,"P",0,"FIRE",1,2001,"VULPIA MYUROS",39.2
"FIRE","F4",32,"P",0,"FIRE",1,2002,"BROMUS CARINATUS",0.4
"FIRE","F4",32,"P",0,"FIRE",1,2002,"BROMUS HORDEACEUS",13
"FIRE","F4",32,"P",0,"FIRE",1,2002,"BROMUS MADRITENSIS",14.75
"FIRE","F4",32,"P",0,"FIRE",1,2002,"ELYMUS GLAUCUS",8.95
"FIRE","F4",32,"P",0,"FIRE",1,2002,"ERODIUM CICUTARIUM",0.25
"FIRE","F4",32,"P",0,"FIRE",1,2002,"LACTUCA SERRIOLA",3.45
"FIRE","F4",32,"P",0,"FIRE",1,2002,"LITTER",336.399995
"FIRE","F4",32,"P",0,"FIRE",1,2002,"NASSELLA PULCHRA",39.6
"FIRE","F4",32,"P",0,"FIRE",1,2002,"POA SECUNDA",0.45
"FIRE","F4",32,"P",0,"FIRE",1,2002,"VULPIA MYUROS",18.85
"FIRE","F4",32,"P",0,"FIRE",1,2003,"ANAGALLIS ARVENSIS",0.1
"FIRE","F4",32,"P",0,"FIRE",1,2003,"BROMUS DIANDRUS",0.005
"FIRE","F4",32,"P",0,"FIRE",1,2003,"BROMUS HORDEACEUS",29.6
"FIRE","F4",32,"P",0,"FIRE",1,2003,"BROMUS MADRITENSIS",0.005
"FIRE","F4",32,"P",0,"FIRE",1,2003,"LITTER",755.899965
"FIRE","F4",32,"P",0,"FIRE",1,2003,"NASSELLA PULCHRA",218.150005
"FIRE","F4",32,"P",0,"FIRE",1,2003,"POA SECUNDA",0.05
"FIRE","F4",32,"P",0,"FIRE",1,2003,"VULPIA MYUROS",0.15
"FIRE","F4",32,"P",0,"FIRE",1,2004,"AMSINCKIA MENZIESII",0.1965
"FIRE","F4",32,"P",0,"FIRE",1,2004,"BROMUS CARINATUS",0.0515
"FIRE","F4",32,"P",0,"FIRE",1,2004,"BROMUS HORDEACEUS",35.35
"FIRE","F4",32,"P",0,"FIRE",1,2004,"CONYZA CANADENSIS",0.0555
"FIRE","F4",32,"P",0,"FIRE",1,2004,"ERODIUM CICUTARIUM",3.0195
"FIRE","F4",32,"P",0,"FIRE",1,2004,"LACTUCA SERRIOLA",0.8275
"FIRE","F4",32,"P",0,"FIRE",1,2004,"LITTER",350.95001
"FIRE","F4",32,"P",0,"FIRE",1,2004,"LOLLIUM SPECIES",0.1525
"FIRE","F4",32,"P",0,"FIRE",1,2004,"NASSELLA PULCHRA",71
"FIRE","F4",32,"P",0,"FIRE",1,2004,"POA SECUNDA",0.9915
"FIRE","F4",32,"P",0,"FIRE",1,2004,"VULPIA MYUROS",19.9
"FIRE","F4",32,"P",0,"FIRE",1,2005,"AMSINCKIA MENZIESII",1.645
"FIRE","F4",32,"P",0,"FIRE",1,2005,"ANAGALLIS ARVENSIS",0.4135
"FIRE","F4",32,"P",0,"FIRE",1,2005,"BROMUS HORDEACEUS",95.85
"FIRE","F4",32,"P",0,"FIRE",1,2005,"BROMUS MADRITENSIS",0.534
"FIRE","F4",32,"P",0,"FIRE",1,2005,"CONYZA CANADENSIS",4.0175
"FIRE","F4",32,"P",0,"FIRE",1,2005,"ERODIUM CICUTARIUM",10.7
"FIRE","F4",32,"P",0,"FIRE",1,2005,"LACTUCA SERRIOLA",11.9
"FIRE","F4",32,"P",0,"FIRE",1,2005,"LITTER",420.649985
"FIRE","F4",32,"P",0,"FIRE",1,2005,"NASSELLA PULCHRA",147.749995
"FIRE","F4",32,"P",0,"FIRE",1,2005,"VULPIA MYUROS",79.5
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"AMSINCKIA MENZIESII",118.549995
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"BROMUS CARINATUS",109.799995
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"BROMUS HORDEACEUS",31.75
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"BROMUS MADRITENSIS",22.8
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"ELYMUS GLAUCUS",39.75
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"FORB SPECIES",2.15
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"GRASS SPECIES",1.8
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"HORDEUM MURINUM",20.7
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"LACTUCA SERRIOLA",1.3
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"LITTER",215.40001
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"NASSELLA PULCHRA",8.65
"FIRE","F1",4,"A",1,"CONTROL",1,2001,"VULPIA MYUROS",31.05
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"BROMUS CARINATUS",3.55
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"BROMUS DIANDRUS",16.5
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"BROMUS HORDEACEUS",78.15
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"BROMUS MADRITENSIS",0.045
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"ELYMUS GLAUCUS",8.75
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"GRASS SPECIES",0.5
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"HORDEUM MURINUM",4.7
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"LACTUCA SERRIOLA",0.4
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"LITTER",362.99999
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"NASSELLA PULCHRA",27.35
"FIRE","F1",4,"A",1,"CONTROL",1,2002,"VULPIA MYUROS",1.25
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"AMSINCKIA MENZIESII",117.4
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"AVENA BARBATA",0.45
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"BROMUS CARINATUS",24.5
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"BROMUS DIANDRUS",43
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"BROMUS HORDEACEUS",8.65
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"BROMUS MADRITENSIS",14.05
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"CENTAUREA MELITENSIS",1.85
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"DICHELOSTEMMA CAPITATUM",0.6
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"ELYMUS GLAUCUS",76.15
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"HORDEUM MURINUM",12.55
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"LACTUCA SERRIOLA",11.9
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"LITTER",615.9
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"LOLLIUM MULTIFLORUM",3.15
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"NASSELLA PULCHRA",31.65
"FIRE","F1",4,"A",1,"CONTROL",1,2003,"VULPIA MYUROS",1.65
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"BROMUS DIANDRUS",1
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"BROMUS HORDEACEUS",8.45
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"CONYZA CANADENSIS",0.509
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"ELYMUS GLAUCUS",33.95
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"GERANIUM MOLLE",0.213
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"LACTUCA SERRIOLA",0.0545
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"LITTER",268.34999
"FIRE","F1",4,"A",1,"CONTROL",1,2004,"VULPIA MYUROS",17.95
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"AMSINCKIA MENZIESII",0.1325
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"BROMUS CARINATUS",11.75
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"BROMUS DIANDRUS",3.238
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"BROMUS HORDEACEUS",95
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"ELYMUS GLAUCUS",154.25
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"HORDEUM MURINUM",0.256
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"LACTUCA SERRIOLA",0.2345
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"LITTER",240.8
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"NASSELLA PULCHRA",15.718
"FIRE","F1",4,"A",1,"CONTROL",1,2005,"VULPIA MYUROS",79.65
"FIRE","F1",5,"P",1,"FIRE",1,2001,"AMSINCKIA MENZIESII",3
"FIRE","F1",5,"P",1,"FIRE",1,2001,"BROMUS CARINATUS",111.15
"FIRE","F1",5,"P",1,"FIRE",1,2001,"BROMUS DIANDRUS",17.9
"FIRE","F1",5,"P",1,"FIRE",1,2001,"BROMUS HORDEACEUS",27.3
"FIRE","F1",5,"P",1,"FIRE",1,2001,"BROMUS MADRITENSIS",50.3
"FIRE","F1",5,"P",1,"FIRE",1,2001,"ELYMUS GLAUCUS",12.2
"FIRE","F1",5,"P",1,"FIRE",1,2001,"FORB SPECIES",0.05
"FIRE","F1",5,"P",1,"FIRE",1,2001,"HORDEUM MURINUM",5.2
"FIRE","F1",5,"P",1,"FIRE",1,2001,"LITTER",382.85
"FIRE","F1",5,"P",1,"FIRE",1,2001,"NASSELLA PULCHRA",88.500005
"FIRE","F1",5,"P",1,"FIRE",1,2001,"PHLEUM PRATENSE",0.1
"FIRE","F1",5,"P",1,"FIRE",1,2001,"VULPIA MYUROS",5.85
"FIRE","F1",5,"P",1,"FIRE",1,2002,"BRASSICA NIGRA",20.9
"FIRE","F1",5,"P",1,"FIRE",1,2002,"BROMUS CARINATUS",10.35
"FIRE","F1",5,"P",1,"FIRE",1,2002,"BROMUS DIANDRUS",8.6
"FIRE","F1",5,"P",1,"FIRE",1,2002,"BROMUS HORDEACEUS",23.5
"FIRE","F1",5,"P",1,"FIRE",1,2002,"BROMUS MADRITENSIS",7.4
"FIRE","F1",5,"P",1,"FIRE",1,2002,"CONYZA CANADENSIS",0.35
"FIRE","F1",5,"P",1,"FIRE",1,2002,"ELYMUS GLAUCUS",25.95
"FIRE","F1",5,"P",1,"FIRE",1,2002,"HORDEUM MURINUM",0.7
"FIRE","F1",5,"P",1,"FIRE",1,2002,"LACTUCA SERRIOLA",0.3
"FIRE","F1",5,"P",1,"FIRE",1,2002,"LITTER",509.799995
"FIRE","F1",5,"P",1,"FIRE",1,2002,"NASSELLA PULCHRA",12.7
"FIRE","F1",5,"P",1,"FIRE",1,2002,"VULPIA MYUROS",0.5
"FIRE","F1",5,"P",1,"FIRE",1,2003,"AMSINCKIA MENZIESII",12.35
"FIRE","F1",5,"P",1,"FIRE",1,2003,"BROMUS DIANDRUS",5.5
"FIRE","F1",5,"P",1,"FIRE",1,2003,"BROMUS HORDEACEUS",110.950005
"FIRE","F1",5,"P",1,"FIRE",1,2003,"BROMUS MADRITENSIS",2.1
"FIRE","F1",5,"P",1,"FIRE",1,2003,"LACTUCA SERRIOLA",0.3
"FIRE","F1",5,"P",1,"FIRE",1,2003,"LITTER",611.450005
"FIRE","F1",5,"P",1,"FIRE",1,2003,"LOLLIUM MULTIFLORUM",0.45
"FIRE","F1",5,"P",1,"FIRE",1,2003,"NASSELLA PULCHRA",61.8
"FIRE","F1",5,"P",1,"FIRE",1,2003,"VULPIA MYUROS",26.5
"FIRE","F1",5,"P",1,"FIRE",1,2004,"BRASSICA NIGRA",10.85
